Epoch,Train Loss,Test Loss,RMSE
1,0.30857553678190064,0.17274285333339098,0.4156234513756304
2,0.14903405597682168,0.13120558614365405,0.3622231165230265
3,0.12272603794357544,0.11644305962855714,0.34123754135287804
4,0.11025732293529195,0.10740443028474246,0.32772615135924454
5,0.10322445534302326,0.10182376562722883,0.31909836356087573
6,0.09863252284801982,0.09729624118576335,0.3119234540488473
7,0.09527015329819076,0.0935090079116605,0.3057924261842672
8,0.09270832446696345,0.09109928143624736,0.30182657509942257
9,0.09060697760993568,0.0895496806475309,0.29924852655866313
10,0.08887023078597492,0.08898871262971832,0.2983097595281092
11,0.08739272674601707,0.08815939008252283,0.29691646987414294
12,0.08609957840513152,0.08546104415096582,0.2923372096585822
13,0.08495411085941595,0.08511010718728657,0.291736365897854
14,0.08400033706323026,0.08321430156731877,0.28846889185372965
15,0.08313916129308416,0.08267132742674664,0.28752622041606335
16,0.08238109149522022,0.08176631465549185,0.2859480978350649
17,0.08169429761354842,0.08131678573087378,0.2851609821326785
18,0.08102158526335292,0.08088872079267244,0.2844094245848271
19,0.08045966328737998,0.08003214544848128,0.28289953242888416
20,0.07995127302662783,0.08096871303035046,0.2845500185035145
21,0.07945919666595634,0.0795552031155682,0.2820553192470729
22,0.0789923619957433,0.07870783034311629,0.2805491585143614
23,0.07859248810555532,0.07872661421433591,0.28058263348670726
24,0.07819581146747973,0.07798673709296763,0.27926105545343705
25,0.07788614249737297,0.07942063598453028,0.28181667087759427
26,0.07751678709341857,0.07713870850457058,0.2777385614288563
27,0.07717229520121133,0.07733815095664365,0.27809737675253904
28,0.07687707079954259,0.07720610699700062,0.2778598693532418
29,0.07659221746228026,0.07712483453659405,0.2777135836371603
30,0.07630993865893056,0.07670865922650874,0.27696328136868387
31,0.07605899691490134,0.07587161623497318,0.27544802819220393
32,0.07581044363521984,0.07586303115694472,0.2754324439076572
33,0.07558057725132648,0.07560979962890867,0.27497236157277455
34,0.07534960928432653,0.07625470412392946,0.2761425431257007
35,0.07511723048861828,0.07528114058746851,0.2743740887683611
36,0.074930023839488,0.0749446590831797,0.2737602218788911
