Epoch,Train Loss,Test Loss,RMSE
1,0.11091191539080555,0.08796400064270894,0.2965872563727392
2,0.08540134953304133,0.08436697443442533,0.2904599360228968
3,0.08131354400535139,0.080396702811223,0.2835431233714248
4,0.07931689800360588,0.0788262085379605,0.28076005509680413
5,0.07797236557451408,0.07811648391532056,0.2794932627369049
6,0.0770761545677245,0.07728556048493894,0.27800280661342064
7,0.07708714001264459,0.07836154624870285,0.27993132416487954
8,0.07667935435186823,0.07674241419148904,0.2770242122838526
9,0.07589323971635295,0.07610549718879286,0.27587224794964943
10,0.07548215150534665,0.07545352627031528,0.2746880526530327
11,0.07514868638919996,0.07542572745269499,0.27463744728768325
12,0.07486769284882464,0.07525984500811166,0.2743352784607034
13,0.07465977893756161,0.07457263655733178,0.27307990873978955
14,0.07444745161976853,0.07436331047270056,0.2726963704795144
15,0.07428709342570414,0.07470259567449188,0.2733177558712421
16,0.07413160732910574,0.0743447743891841,0.2726623816905884
17,0.0740030657117077,0.07461887150503904,0.27316455023490704
18,0.07384773564792226,0.07442433580032352,0.27280823997878717
19,0.07372462990006409,0.0740329635330492,0.2720899916076466
20,0.07359800620739644,0.07404376295698056,0.2721098362003486
21,0.07348668449086537,0.07376427543575367,0.2715957942158782
22,0.07338970264166454,0.07445076741587665,0.2728566792583181
23,0.07328573667411521,0.07350313564476349,0.2711146171728177
24,0.07320120519026324,0.0734301521586524,0.27097998479343893
25,0.07310775849682363,0.07346675786571549,0.27104751957122847
26,0.07303679936580067,0.07338486970160706,0.2708964187685158
27,0.07296421078237855,0.07359400456351228,0.2712821493639275
28,0.07289721044573985,0.07341901156242853,0.2709594278899122
29,0.072822697527056,0.07344664386816249,0.27101041284083993
30,0.07276906825581525,0.07320012367735043,0.2705552137315976
31,0.07273557779038481,0.07328590241672327,0.27071369085571434
32,0.07265008005039982,0.07312241345884013,0.27041156310121084
33,0.07260295100764369,0.07288390828947741,0.2699701988914284
34,0.07255546575030782,0.07288496193996159,0.26997215030436306
35,0.07250542161443783,0.07283840044289473,0.26988590263830886
36,0.07246632286730005,0.07288090693020657,0.2699646401479397
37,0.07248980569344878,0.07282902102376766,0.269868525441126
38,0.0723730078520551,0.07314234997770187,0.27044842387727436
39,0.07233360017586267,0.07281432569402128,0.2698412972360259
40,0.0723026445112576,0.0728798159216548,0.26996261948954114
41,0.07227295577003383,0.07274307349836344,0.26970923880794934
42,0.07222052892001252,0.07238660290270094,0.26904758482971175
43,0.07218063888647334,0.07249713222416944,0.26925291497803594
44,0.07215037509465796,0.0724168555863472,0.2691038007653314
45,0.07211420715981151,0.07242926443832563,0.26912685566164823
46,0.07207946433074182,0.07235479990235777,0.2689884754080698
47,0.07205253017402241,0.07273577627428722,0.2696957105225947
48,0.07202979921718215,0.07252047817254671,0.2692962646836133
49,0.07200220376758466,0.07259086697501635,0.26942692325566936
50,0.07197857815266957,0.07270056426950827,0.2696304216321079
51,0.07195000383622341,0.0721559509115149,0.26861859747886946
52,0.07192328449934027,0.07240996673127156,0.26909100083665294
53,0.07189570294480713,0.07267529092648245,0.26958355091971475
54,0.07189561235819102,0.07228299747349075,0.26885497479773507
55,0.0718337899651939,0.07226754472584351,0.2688262351889107
56,0.07181685158580971,0.07233934723334712,0.2689597502105977
57,0.07178525723139517,0.07237654005860415,0.26902888331665087
58,0.07106063390389912,0.07142690610659753,0.2672581263621324
59,0.07102516361035725,0.07145628597298065,0.2673130860488888
60,0.07099821890004361,0.07141146057298949,0.2672292285155003
61,0.07099090194990507,0.07148535744368868,0.2673674577125808
62,0.0709693799390694,0.07136033559404377,0.2671335538528318
63,0.0709482257618818,0.07133579381042697,0.26708761448338814
64,0.07093242412609108,0.07136672151882281,0.2671455062673202
65,0.07092433921312151,0.07132786258716589,0.26707276646480804
