Epoch,Train Loss,Test Loss,RMSE
1,0.2550918941448027,0.1718571199960512,0.4145565341374457
2,0.13429529117903283,0.10406466387791229,0.322590551439301
3,0.08917145064697816,0.07910509828891785,0.2812562857767233
4,0.07379044042114562,0.06992841104593409,0.26443980609192347
5,0.06675484313980803,0.06440437328692512,0.25378016724504915
6,0.062348343221392016,0.060715857224802605,0.24640587903863537
7,0.05889002707893058,0.057584354449216175,0.23996740288884275
8,0.055760642110678174,0.05431477659189556,0.23305530801055693
9,0.05302352389860022,0.05182445663290362,0.22764985533249
10,0.05089337126623907,0.04996491546207614,0.2235283325712339
11,0.04913217728025553,0.04875884456788965,0.2208140497520247
12,0.047622925217895205,0.0470774186147189,0.2169733131394709
13,0.046381676038054695,0.04616798640642758,0.21486736933845396
14,0.04530293810773118,0.04487487709864987,0.21183691155851445
15,0.0444029624715618,0.044630834976999094,0.21126011212957144
16,0.0435871784187726,0.04337639752096478,0.20827001109368767
17,0.04283668686420892,0.04253520321929377,0.2062406439557775
18,0.042193147436340214,0.041822842531501994,0.2045063386095942
19,0.041572163892170035,0.04157808524621985,0.2039070505064007
20,0.041011292869018535,0.041009676124554265,0.20250845939010614
21,0.04048554610523637,0.04046276567635916,0.20115358728185576
22,0.040012253742094966,0.04016494517869601,0.20041193871298188
23,0.03956326326744607,0.03923563033923418,0.19807985848953494
24,0.03914508356092798,0.03933941544588591,0.19834166341413473
25,0.03875744770472756,0.038787980473148485,0.196946643721462
26,0.03839644619288844,0.03855276141051486,0.19634857119550136
27,0.03806110964126025,0.03784348993154527,0.1945340328362759
28,0.037751393311485804,0.037836790834844335,0.1945168137587194
29,0.03747249462323176,0.03722772039378319,0.1929448636107818
30,0.037190010522434196,0.03728876685169448,0.19310299544982332
31,0.036953950181847675,0.03661478288191697,0.19134989647741377
32,0.03671158864379342,0.03668940023133043,0.1915447734377799
33,0.03649469759890075,0.036419562848064316,0.1908391019892525
34,0.03627307490801384,0.036475206100821125,0.1909848321223995
35,0.036076948758500545,0.0362497839332469,0.19039376022666
36,0.035891689258284516,0.03615859527205067,0.19015413556389107
37,0.03570811418200303,0.03564671082324768,0.18880336549767243
38,0.035537542840151384,0.035342943403837236,0.1879971898828204
39,0.0353781127837937,0.03547148005871087,0.18833873754145977
40,0.03521114715486996,0.035139344958417425,0.18745491446856608
41,0.035085524401698674,0.035010205268097755,0.18711014207706048
42,0.03494120339255149,0.03484937723059713,0.18667987901913033
43,0.03479404606228286,0.034728915638764825,0.1863569575807805
44,0.034661434202074536,0.03463503149477278,0.18610489379587197
45,0.03453005471508816,0.03472302238951382,0.18634114518676176
46,0.034407573836591474,0.03475482393436157,0.18642645717376483
47,0.03429010903147721,0.0347083785291419,0.18630184789513468
48,0.03418562277744609,0.034117305839203214,0.18470870536930092
49,0.03407054435094863,0.03423978671522068,0.18503995977955864
50,0.03397091564411655,0.03382100918579991,0.1839048916853489
51,0.0338507343319971,0.03401907812619772,0.1844426147239236
52,0.0337691542065942,0.03401930817313688,0.18444323835027643
53,0.03366790639270258,0.033871125900398445,0.18404109840032593
54,0.03356013144027577,0.03365514831426421,0.18345339548306053
55,0.033465087850300064,0.03340481416624662,0.18276983932325
56,0.03336942063543724,0.033307952375297795,0.18250466398231524
57,0.033283222738063334,0.03314818197497627,0.1820664218766774
58,0.03319989042023666,0.033590877526546305,0.18327814252263228
59,0.03311303098023704,0.03331036104284612,0.1825112627835502
60,0.03303181349844798,0.033007312912886576,0.18167914826112153
61,0.03294436448862071,0.032923096722488214,0.18144722847838765
62,0.03286350903232732,0.0329868275057456,0.18162276152989637
63,0.0327978331843854,0.03280146714583077,0.18111175319628148
64,0.03271403801700494,0.032709281345790944,0.18085707435926013
65,0.032642895418066746,0.032808569433363896,0.1811313596077827
66,0.03255731264563293,0.03258286049054248,0.18050723113089537
67,0.03248383932713653,0.03240680225839821,0.18001889417057926
68,0.0324039943990009,0.03283643597901693,0.18120826686168853
69,0.03234148359220168,0.03231232717799564,0.1797562994111629
70,0.03226948083284018,0.03229582584724904,0.1797103943773121
71,0.032196108268128285,0.03225996479703633,0.1796105921070256
72,0.03213772403242895,0.03213546428577851,0.17926367252117342
73,0.032059709595191804,0.032007178815892774,0.1789055024751692
74,0.031991826162038044,0.032029354423768745,0.17896746750113202
75,0.03193384860557373,0.03185317835971338,0.1784745874339352
76,0.03186762947481248,0.0320891522994256,0.17913445313346507
77,0.03180521884263278,0.03172478611326025,0.17811453088746088
78,0.031743544871212566,0.031830546147984515,0.17841117158963032
79,0.03168257836450375,0.031662681394481126,0.17794010620003892
80,0.03162162327830744,0.031647153767670536,0.17789646923891023
81,0.03156933624358442,0.031602621217965914,0.17777126094497364
82,0.031525644308443804,0.031678888078870565,0.1779856400917517
83,0.031446040899742705,0.03157847783364846,0.17770334221293774
84,0.031399773501314544,0.03127408296071934,0.17684479907738124
85,0.031347345501832984,0.031559802875486966,0.17765078912148677
86,0.03128149726472704,0.03127267753258537,0.1768408254125313
87,0.031239892961582392,0.03147372369520002,0.17740835294652849
88,0.031186243680263535,0.031271870995656724,0.17683854499417462
89,0.031136837686924348,0.031723708843832875,0.1781115067698684
90,0.03111564321134182,0.03154237597062868,0.17760173414307834
91,0.03081831451235909,0.030882503532081648,0.1757341843014092
92,0.030807866660149796,0.030857403022370018,0.17566275365702888
93,0.030786530347376478,0.03085467499091602,0.17565498851702455
94,0.03075648827075072,0.031022446172685063,0.17613189992924355
95,0.03072471472333237,0.03083540630316576,0.17560013184267761
96,0.030708278885648924,0.030870270586116532,0.17569937559967744
97,0.030688786637238022,0.030800887620101275,0.17550181657208358
98,0.030656537598914114,0.030903239801576596,0.17579317336454392
99,0.03063646943704656,0.030752981113184134,0.17536527909818447
100,0.03061761599400178,0.030621764354574105,0.17499075505458597
