Epoch,Train Loss,Test Loss,RMSE
1,0.032818492585862225,0.020685014300479813,0.14382285736446698
2,0.018609657836107504,0.017261161376185462,0.1313817391275723
3,0.016626207918390572,0.01671287447732405,0.1292782830846854
4,0.015546597064190147,0.015294846501806488,0.12367233523228421
5,0.014857434310875661,0.014601763169475868,0.12083775556288634
6,0.014350576321480922,0.014321418766505847,0.11967213028314423
7,0.01403835272177638,0.014126015973729898,0.1188529173967972
8,0.013818597518755055,0.01353237349053287,0.11632873028849267
9,0.013506777769271106,0.013625233627508506,0.11672717604529163
10,0.013426901855848463,0.013400765106944884,0.1157616737393896
11,0.013197966333326046,0.013164555600654902,0.11473689729400435
12,0.013035110032652395,0.013213722341783387,0.1149509562456241
13,0.01290556185930462,0.013063751874060113,0.1142967710570168
14,0.012784704710750014,0.012634884449653327,0.11240500188894322
15,0.012703243143006459,0.01266402202608369,0.11253453703678569
16,0.012612965937963079,0.012560716079742684,0.11207460051118935
17,0.012536129104292611,0.012637317827823808,0.11241582552213815
18,0.012461121117084934,0.012457623914683942,0.11161372637218032
19,0.012408011012287242,0.012220690017671319,0.11054722980550584
20,0.012348214033445003,0.012289049362337564,0.1108559847835811
21,0.01229043969856881,0.012131925223074264,0.11014501905703346
22,0.012232644502691995,0.012135723695858766,0.11016226076047443
23,0.012186226862341597,0.012388684702668823,0.1113044684757482
24,0.01213478988529315,0.011963350076154716,0.10937710032796955
25,0.01211197419336815,0.012058409843804305,0.10981079110817982
26,0.012058389004673882,0.012148875437971562,0.11022193719025065
27,0.01203153414256326,0.012214503139862528,0.11051924330116691
28,0.011988234920219951,0.012041756020343236,0.10973493527743677
29,0.011953840443600629,0.012125299262188081,0.11011493659893776
30,0.011926438391481038,0.012179666400708174,0.11036152590784605
31,0.011492232848991778,0.01156025054327891,0.10751860556796164
32,0.011475719793109834,0.011453892737048242,0.10702286081509989
33,0.011442667401995456,0.0114096248039639,0.10681584528506949
34,0.01142039725126673,0.011454643095622502,0.10702636635718556
35,0.011401559303030082,0.011495540797247388,0.1072172597917303
36,0.011378866422566787,0.011593196051074244,0.10767170496966343
37,0.011362621743766264,0.011590475543391612,0.1076590708830037
38,0.01134683323612207,0.011333854497399834,0.10646057719832179
39,0.011327424607559096,0.011302700276765446,0.10631415840218765
40,0.011313344052910847,0.01132873946203624,0.1064365513441517
41,0.011291563760914258,0.011272180471621917,0.10617052543725079
42,0.011280529987111725,0.011402447782930428,0.10678224469887505
43,0.011266272337906554,0.011327468696718582,0.10643058158592662
44,0.011246267811262652,0.011263616666550312,0.10613018734813537
45,0.011231448974576163,0.011267492019487176,0.10614844332107361
46,0.011219551160909218,0.011164794211002266,0.10566358980747467
47,0.011205413765647373,0.011262250249931788,0.10612374969784939
48,0.011186168810200698,0.011196563024952545,0.1058138130158466
49,0.011175903124213009,0.011217382166924028,0.10591214362349592
50,0.011161935685616327,0.011220000415914139,0.10592450337818034
51,0.011151709929631687,0.011144405774151286,0.10556706765914874
52,0.01113787942645918,0.011211288020825065,0.10588336989737844
53,0.011124147848018549,0.011250976214611555,0.10607061899796548
54,0.011114365085025151,0.011120885744096322,0.10545561030166352
55,0.011092055484347232,0.0112118435488214,0.10588599316633622
56,0.011088710268567925,0.011187913879557476,0.10577293547764227
57,0.01107720180514296,0.01117996143316587,0.10573533672886218
58,0.011064094071533415,0.011122467888171896,0.1054631115043165
59,0.011053802518233926,0.011124805258560693,0.10547419238164706
60,0.011039252170561923,0.011232477914026312,0.10598338508476841
61,0.010800955717753538,0.010938551280868508,0.10458752927987404
62,0.010787851650712612,0.010856402668270603,0.10419406253847002
63,0.010778625495402858,0.010804279860619477,0.10394363790352672
64,0.010770678824667153,0.010830698352659617,0.10407064116579477
65,0.010763857730459363,0.010855418506951866,0.10418933969918355
66,0.01075283506895369,0.010838386364607403,0.1041075711204877
67,0.010749120189252673,0.01079812712998966,0.10391403721340857
68,0.010741297290333112,0.010788912673107227,0.10386969082993955
69,0.010733960941993161,0.010869227870667384,0.1042555891579314
70,0.010727879814000906,0.0108155836022359,0.10399799806840467
71,0.01072162843211638,0.010858338515637285,0.10420335174857517
72,0.010714572593711214,0.010794091949997059,0.10389461944680801
73,0.010705965468465903,0.010812686615502514,0.10398406904666942
74,0.010699880195413796,0.010741637796716039,0.10364187279625951
75,0.010697956111759778,0.010797151303876424,0.10390934175461042
76,0.01068502582322789,0.010692879219544725,0.10340637900799314
77,0.010683949806647528,0.01077439314304288,0.10379977429186867
78,0.010674198606475551,0.010783151833282647,0.10384195603551893
79,0.010670271122542577,0.010859703772706585,0.10420990246951863
80,0.010671714611590982,0.0107234847583245,0.10355425997188382
81,0.010660426945552883,0.0107130136151435,0.10350368889630698
82,0.010655501513047448,0.010767012078178215,0.10376421386093673
83,0.010516827275660067,0.010609080365169688,0.10300039012144414
84,0.010513748529823435,0.0105704174108677,0.10281253528080951
85,0.01050851126833079,0.010607854955787586,0.10299444138295807
86,0.010502010688162006,0.010577669475059219,0.10284779761890489
87,0.010500914255928227,0.010552604680770409,0.10272587152597153
88,0.010497034651055243,0.01062671021403124,0.10308593606322465
89,0.010491982545356254,0.010558393900282681,0.10275404566382133
90,0.010488175359120016,0.010567763269784213,0.10279962679788392
91,0.010483094127878352,0.01058543131997188,0.10288552531805376
92,0.010482199338002571,0.01055552827465311,0.10274010061632756
93,0.010476597165096722,0.010572351044370125,0.10282193853633632
94,0.01040531077916648,0.010487057056178018,0.10240633308627947
95,0.010402746634450599,0.010483031913553927,0.10238667839887144
96,0.010400912323910697,0.010481319790127251,0.10237831699206258
97,0.010397315622168862,0.010478665708237996,0.1023653540424591
98,0.01039529088593451,0.010524185961059763,0.10258745518366152
99,0.01039360882212707,0.010479334366276313,0.10236862002721495
100,0.010392433842078263,0.010469250528320755,0.10231935558984309
